sequence_id,label,frame_idx,timestamp_ms,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,imu_mx,imu_my,imu_mz,hall_thumb,hall_index,hall_middle,hall_ring,hall_pinky,contact_i,contact_m,contact_p,contact_um
8f715986,a,10,669,10936.0,12177.0,11648.0,10031.0,12182.0,-0.09,-9.7,-0.88,-0.75,0.25,0.5,234.0,-0.6875,95.5625,0.0,0.0,0.0,0.0
8f715986,a,11,727,10935.0,12179.0,11648.0,10031.0,12182.0,-0.11,-9.63,-0.83,1.125,0.0,0.0,234.0,-0.6875,95.5625,0.0,0.0,0.0,0.0
8f715986,a,12,804,10935.0,12179.0,11648.0,10029.0,12181.0,-0.09,-9.83,-0.78,0.25,-0.5625,0.625,234.0,-0.75,95.5625,0.0,0.0,0.0,0.0
8f715986,a,13,857,10936.0,12177.0,11649.0,10030.0,12182.0,-0.2,-9.69,-0.83,-0.625,-0.125,0.125,233.9375,-0.75,95.5625,0.0,0.0,0.0,0.0
8f715986,a,14,922,10934.0,12179.0,11648.0,10032.0,12183.0,-0.02,-9.7,-0.89,1.1875,0.625,-0.5625,234.0,-0.6875,95.5625,0.0,0.0,0.0,0.0
8f715986,a,15,1001,10935.0,12179.0,11644.0,10029.0,12182.0,0.0,-9.77,-0.73,0.0,-0.6875,0.625,234.0,-0.6875,95.5,0.0,0.0,0.0,0.0
b8ecfb4f,a,0,0,8975.0,7603.0,4555.0,4368.0,7157.0,-2.19,-8.84,2.67,-7.25,-0.125,-21.4375,224.25,-11.6875,71.4375,0.0,0.0,0.0,0.0
b8ecfb4f,a,1,80,10723.0,12235.0,11779.0,10455.0,12266.0,-1.77,-9.66,0.64,-1.4375,1.375,1.125,218.5,-10.5625,86.375,0.0,0.0,0.0,0.0
b8ecfb4f,a,2,145,10687.0,12237.0,11778.0,10456.0,12266.0,-1.85,-9.52,0.73,2.5625,-2.6875,-1.25,218.5,-10.5,86.375,0.0,0.0,0.0,0.0
b8ecfb4f,a,3,209,10597.0,12235.0,11778.0,10457.0,12265.0,-1.51,-9.74,0.58,0.625,-5.0,-1.5625,218.375,-10.375,86.3125,0.0,0.0,0.0,0.0
b8ecfb4f,a,4,274,10542.0,12231.0,11773.0,10456.0,12266.0,-1.82,-9.67,0.61,-0.75,-0.25,1.3125,218.25,-10.4375,86.1875,0.0,0.0,0.0,0.0
b8ecfb4f,a,5,341,10554.0,12230.0,11774.0,10456.0,12266.0,-1.75,-9.63,0.68,0.875,-0.875,-0.5,218.25,-10.4375,86.1875,0.0,0.0,0.0,0.0
b8ecfb4f,a,6,403,10569.0,12230.0,11774.0,10454.0,12265.0,-1.71,-9.63,0.83,-0.6875,-1.0,0.0,218.25,-10.5,86.1875,0.0,0.0,0.0,0.0
b8ecfb4f,a,7,471,10608.0,12228.0,11772.0,10452.0,12266.0,-1.76,-9.69,0.68,-5.0625,-0.25,3.0,218.125,-10.5625,86.3125,0.0,0.0,0.0,0.0
b8ecfb4f,a,8,549,10656.0,12228.0,11772.0,10449.0,12266.0,-1.83,-9.49,0.59,-1.5,-0.5,-2.125,218.0625,-10.5625,86.5,0.0,0.0,0.0,0.0
b8ecfb4f,a,9,613,10668.0,12224.0,11766.0,10447.0,12265.0,-1.76,-9.62,0.64,0.625,-0.375,-1.6875,218.1875,-10.5,86.5625,0.0,0.0,0.0,0.0
b8ecfb4f,a,10,679,10673.0,12222.0,11763.0,10446.0,12265.0,-1.75,-9.76,0.65,-0.1875,-1.3125,-1.1875,218.25,-10.4375,86.5,0.0,0.0,0.0,0.0
b8ecfb4f,a,11,743,10668.0,12222.0,11762.0,10444.0,12265.0,-1.74,-9.67,0.64,-2.0625,-0.25,-0.8125,218.3125,-10.4375,86.5625,0.0,0.0,0.0,0.0
b8ecfb4f,a,12,807,10672.0,12223.0,11761.0,10440.0,12262.0,-1.84,-9.64,0.59,-2.5,-0.125,-1.0625,218.3125,-10.375,86.6875,0.0,0.0,0.0,0.0
b8ecfb4f,a,13,878,10675.0,12222.0,11758.0,10436.0,12263.0,-1.65,-9.6,0.55,-0.9375,-0.25,-2.6875,218.4375,-10.25,86.8125,0.0,0.0,0.0,0.0
b8ecfb4f,a,14,937,10670.0,12223.0,11757.0,10433.0,12262.0,-1.65,-9.59,0.54,-1.375,0.5625,-2.25,218.5625,-10.1875,86.9375,0.0,0.0,0.0,0.0
b8ecfb4f,a,15,1018,10662.0,12224.0,11753.0,10423.0,12257.0,-1.61,-9.68,0.5,-2.9375,-0.0625,-1.0,218.6875,-10.125,87.25,0.0,0.0,0.0,0.0
fe3bb659,a,0,60,10209.0,12236.0,11759.0,10109.0,12159.0,-1.02,-9.8,-0.37,0.0,-1.625,-0.4375,213.0625,-6.5625,92.25,0.0,0.0,0.0,0.0
fe3bb659,a,1,129,10205.0,12234.0,11759.0,10111.0,12161.0,-1.01,-9.81,-0.34,-0.0625,-0.25,1.25,213.0,-6.5625,92.1875,0.0,0.0,0.0,0.0
fe3bb659,a,2,201,10206.0,12235.0,11759.0,10111.0,12160.0,-1.08,-9.73,-0.24,0.25,-0.8125,-0.1875,212.9375,-6.5625,92.1875,0.0,0.0,0.0,0.0
fe3bb659,a,3,259,10207.0,12236.0,11758.0,10107.0,12160.0,-1.06,-9.63,-0.17,1.125,0.5,0.1875,212.9375,-6.5625,92.125,0.0,0.0,0.0,0.0
fe3bb659,a,4,335,10206.0,12233.0,11756.0,10108.0,12160.0,-1.11,-9.78,-0.36,-1.0625,1.375,-0.3125,213.0,-6.5625,92.125,0.0,0.0,0.0,0.0
fe3bb659,a,5,388,10211.0,12234.0,11757.0,10107.0,12159.0,-1.07,-9.74,-0.3,0.3125,-0.375,0.3125,213.0,-6.5625,92.125,0.0,0.0,0.0,0.0
fe3bb659,a,6,456,10209.0,12235.0,11757.0,10105.0,12160.0,-1.0,-9.67,-0.38,0.0,-2.6875,-0.375,212.9375,-6.5,92.0625,0.0,0.0,0.0,0.0
fe3bb659,a,7,518,10219.0,12234.0,11756.0,10105.0,12160.0,-1.06,-9.82,-0.17,-2.1875,-4.3125,-0.75,212.6875,-6.5625,92.125,0.0,0.0,0.0,0.0
fe3bb659,a,8,583,10218.0,12236.0,11758.0,10105.0,12160.0,-1.04,-9.65,-0.16,-4.375,-3.8125,-1.375,212.5,-6.5,92.1875,0.0,0.0,0.0,0.0
fe3bb659,a,9,663,10227.0,12237.0,11758.0,10103.0,12158.0,-1.19,-9.71,-0.31,-3.625,-2.6875,-1.25,212.375,-6.375,92.375,0.0,0.0,0.0,0.0
fe3bb659,a,10,724,10233.0,12236.0,11759.0,10103.0,12158.0,-1.24,-9.54,-0.58,-0.5625,2.125,-5.9375,212.625,-6.1875,92.5,0.0,0.0,0.0,0.0
fe3bb659,a,11,791,10230.0,12236.0,11760.0,10103.0,12157.0,-0.97,-9.86,-0.27,0.875,1.9375,-4.0625,213.0,-5.8125,92.5,0.0,0.0,0.0,0.0
fe3bb659,a,12,859,10228.0,12237.0,11758.0,10104.0,12157.0,-0.74,-9.84,-0.25,-1.9375,1.125,-6.75,213.5625,-5.5,92.5625,0.0,0.0,0.0,0.0
fe3bb659,a,13,921,10230.0,12236.0,11758.0,10105.0,12158.0,-0.83,-9.8,-0.31,-0.8125,5.9375,-1.75,214.0625,-5.3125,92.6875,0.0,0.0,0.0,0.0
fe3bb659,a,14,985,10229.0,12237.0,11759.0,10105.0,12159.0,-0.36,-9.7,-0.54,-3.5625,1.5625,-5.5,214.625,-4.9375,92.8125,0.0,0.0,0.0,0.0
fe3bb659,a,15,1060,10232.0,12238.0,11758.0,10104.0,12157.0,-0.93,-9.6,-0.5,1.4375,6.375,5.1875,214.8125,-5.0625,92.875,0.0,0.0,0.0,0.0
ac6f58a5,a,0,36,11416.0,11828.0,11177.0,9328.0,11849.0,-1.59,-9.59,0.72,0.25,-0.5625,0.25,205.5,-9.375,86.375,0.0,0.0,0.0,0.0
ac6f58a5,a,1,105,11414.0,11829.0,11179.0,9329.0,11848.0,-1.52,-9.68,0.67,-0.3125,0.3125,-0.25,205.5,-9.375,86.375,0.0,0.0,0.0,0.0
ac6f58a5,a,2,174,11416.0,11830.0,11181.0,9331.0,11848.0,-1.56,-9.69,0.59,-1.3125,-1.625,0.375,205.4375,-9.375,86.5,0.0,0.0,0.0,0.0
ac6f58a5,a,3,235,11417.0,11829.0,11181.0,9333.0,11851.0,-1.69,-9.57,0.62,-0.0625,-1.125,-0.125,205.4375,-9.375,86.5,0.0,0.0,0.0,0.0
ac6f58a5,a,4,309,11418.0,11832.0,11187.0,9342.0,11855.0,-1.54,-9.67,0.59,0.1875,0.0625,-0.5625,205.375,-9.375,86.5,0.0,0.0,0.0,0.0
ac6f58a5,a,5,372,11421.0,11835.0,11195.0,9356.0,11862.0,-1.54,-9.65,0.57,3.125,-0.75,-1.5625,205.4375,-9.375,86.4375,0.0,0.0,0.0,0.0
ac6f58a5,a,6,436,11428.0,11842.0,11215.0,9394.0,11877.0,-1.49,-9.66,0.72,3.3125,-1.5625,-0.125,205.4375,-9.3125,86.25,0.0,0.0,0.0,0.0
ac6f58a5,a,7,501,11429.0,11846.0,11226.0,9410.0,11881.0,-1.57,-9.68,0.75,-1.625,-1.9375,-0.3125,205.4375,-9.375,86.1875,0.0,0.0,0.0,0.0
ac6f58a5,a,8,566,11432.0,11847.0,11230.0,9420.0,11885.0,-1.59,-9.59,0.76,0.125,1.0,-0.9375,205.5,-9.3125,86.25,0.0,0.0,0.0,0.0
ac6f58a5,a,9,631,11431.0,11845.0,11230.0,9423.0,11887.0,-1.57,-9.74,0.64,-2.0625,0.9375,0.4375,205.5,-9.3125,86.3125,0.0,0.0,0.0,0.0
ac6f58a5,a,10,711,11429.0,11847.0,11235.0,9429.0,11890.0,-1.59,-9.51,0.71,-1.0625,0.1875,0.875,205.4375,-9.3125,86.375,0.0,0.0,0.0,0.0
ac6f58a5,a,11,763,11431.0,11847.0,11237.0,9433.0,11891.0,-1.59,-9.64,0.63,-0.6875,-1.0,-0.25,205.375,-9.375,86.5,0.0,0.0,0.0,0.0
ac6f58a5,a,12,824,11433.0,11847.0,11239.0,9440.0,11894.0,-1.6,-9.61,0.67,-0.375,1.0,0.9375,205.375,-9.375,86.5,0.0,0.0,0.0,0.0
ac6f58a5,a,13,905,11431.0,11848.0,11239.0,9439.0,11893.0,-1.57,-9.6,0.56,-0.375,0.0625,-1.0,205.375,-9.375,86.5625,0.0,0.0,0.0,0.0
ac6f58a5,a,14,970,11433.0,11850.0,11240.0,9438.0,11893.0,-1.56,-9.72,0.52,-1.125,-1.0,0.5,205.3125,-9.375,86.625,0.0,0.0,0.0,0.0
ac6f58a5,a,15,1035,11433.0,11848.0,11240.0,9439.0,11892.0,-1.58,-9.53,0.63,2.125,-0.875,-1.1875,205.3125,-9.375,86.5625,0.0,0.0,0.0,0.0
ce15a371,a,0,53,10911.0,11914.0,11194.0,9285.0,11863.0,-1.35,-9.7,0.59,-1.75,-0.25,0.4375,209.375,-8.0625,86.125,0.0,0.0,0.0,0.0
ce15a371,a,1,118,10903.0,11915.0,11195.0,9284.0,11862.0,-1.46,-9.56,0.83,0.625,1.25,0.1875,209.4375,-8.0625,86.125,0.0,0.0,0.0,0.0
ce15a371,a,2,200,10907.0,11916.0,11195.0,9286.0,11864.0,-1.24,-9.78,0.62,-0.125,-0.3125,-1.75,209.4375,-8.0,86.1875,0.0,0.0,0.0,0.0
ce15a371,a,3,251,10905.0,11914.0,11193.0,9288.0,11865.0,-1.21,-9.75,0.67,0.1875,-2.0,-0.125,209.5625,-8.0,86.0625,0.0,0.0,0.0,0.0
ce15a371,a,4,331,10905.0,11916.0,11194.0,9287.0,11866.0,-1.37,-9.7,0.87,-0.5,-0.4375,1.8125,209.4375,-8.0,86.0625,0.0,0.0,0.0,0.0
ce15a371,a,5,401,10908.0,11916.0,11194.0,9287.0,11865.0,-1.48,-9.67,0.78,-1.0,0.6875,1.375,209.375,-8.0625,86.0625,0.0,0.0,0.0,0.0
ce15a371,a,6,460,10904.0,11915.0,11194.0,9288.0,11866.0,-1.31,-9.68,0.65,-0.25,1.5625,-0.3125,209.4375,-8.0,86.1875,0.0,0.0,0.0,0.0
ce15a371,a,7,525,10885.0,11918.0,11195.0,9290.0,11865.0,-1.34,-9.71,0.64,-1.0625,1.125,-0.8125,209.5,-8.0,86.1875,0.0,0.0,0.0,0.0
ce15a371,a,8,594,10882.0,11917.0,11195.0,9288.0,11864.0,-1.34,-9.67,0.72,-0.5625,-0.625,0.625,209.5,-8.0625,86.1875,0.0,0.0,0.0,0.0
ce15a371,a,9,655,10886.0,11916.0,11194.0,9288.0,11864.0,-1.4,-9.7,0.61,0.0625,-0.3125,0.4375,209.375,-8.0625,86.25,0.0,0.0,0.0,0.0
ce15a371,a,10,736,10885.0,11917.0,11195.0,9287.0,11864.0,-1.32,-9.6,0.73,-0.75,-0.6875,-0.375,209.375,-8.0625,86.25,0.0,0.0,0.0,0.0
ce15a371,a,11,802,10894.0,11917.0,11195.0,9284.0,11863.0,-1.27,-9.66,0.74,-0.1875,0.0625,0.8125,209.3125,-8.0625,86.25,0.0,0.0,0.0,0.0
ce15a371,a,12,864,10892.0,11915.0,11194.0,9284.0,11863.0,-1.38,-9.7,0.66,-0.875,-1.3125,0.6875,209.3125,-8.125,86.3125,0.0,0.0,0.0,0.0
ce15a371,a,13,929,10893.0,11917.0,11195.0,9288.0,11865.0,-1.4,-9.68,0.59,-0.4375,-0.8125,-0.8125,209.25,-8.125,86.3125,0.0,0.0,0.0,0.0
ce15a371,a,14,1002,10888.0,11918.0,11194.0,9287.0,11865.0,-1.28,-9.69,0.74,0.875,0.9375,-0.3125,209.3125,-8.125,86.25,0.0,0.0,0.0,0.0
b3eca079,b,0,24,10437.0,8616.0,6074.0,5188.0,6401.0,-3.22,-9.02,2.41,-1.125,-0.8125,-0.125,221.0,-19.375,75.625,1.0,0.0,0.0,0.0
b3eca079,b,1,91,10436.0,8608.0,6047.0,5168.0,6409.0,-3.24,-8.98,2.45,-2.0625,3.3125,-2.4375,221.0625,-19.3125,75.6875,1.0,0.0,0.0,0.0
b3eca079,b,2,152,10434.0,8609.0,6045.0,5162.0,6407.0,-3.4,-9.04,2.4,-0.6875,0.9375,0.5625,221.1875,-19.25,75.8125,1.0,0.0,0.0,0.0
b3eca079,b,3,216,10435.0,8613.0,6045.0,5162.0,6406.0,-3.22,-8.97,2.39,0.5625,-0.125,0.0,221.1875,-19.25,75.6875,1.0,0.0,0.0,0.0
b3eca079,b,4,281,10433.0,8616.0,6053.0,5169.0,6406.0,-3.2,-9.07,2.44,-0.625,0.3125,0.25,221.1875,-19.25,75.6875,1.0,0.0,0.0,0.0
b3eca079,b,5,346,10433.0,8621.0,6057.0,5176.0,6410.0,-3.35,-8.96,2.41,-0.5625,1.8125,1.3125,221.125,-19.3125,75.6875,1.0,0.0,0.0,0.0
b3eca079,b,6,411,10434.0,8620.0,6062.0,5186.0,6404.0,-3.32,-9.01,2.46,1.0625,1.4375,0.5625,221.125,-19.3125,75.625,1.0,0.0,0.0,0.0
b3eca079,b,7,484,10436.0,8616.0,6061.0,5203.0,6405.0,-3.21,-9.04,2.46,-0.1875,-0.125,-0.0625,221.125,-19.3125,75.5625,1.0,0.0,0.0,0.0
b3eca079,b,8,548,10439.0,8614.0,6090.0,5250.0,6413.0,-3.32,-9.14,2.34,2.0,3.3125,-1.0,221.3125,-19.375,75.5625,1.0,0.0,0.0,0.0
b3eca079,b,9,613,10464.0,8579.0,6101.0,5322.0,6351.0,-3.28,-8.99,2.45,6.5625,2.0,-1.625,221.6875,-19.3125,75.25,1.0,0.0,0.0,0.0
b3eca079,b,10,678,10542.0,8517.0,6087.0,5360.0,6288.0,-3.14,-8.92,2.59,4.125,-2.5625,-1.1875,221.875,-19.1875,74.8125,1.0,0.0,0.0,0.0
b3eca079,b,11,743,10558.0,8519.0,6101.0,5373.0,6302.0,-3.29,-9.01,2.55,-1.6875,0.5,-0.125,221.875,-19.1875,74.8125,1.0,0.0,0.0,0.0
b3eca079,b,12,808,10548.0,8524.0,6096.0,5360.0,6314.0,-3.23,-8.92,2.43,-2.1875,-0.5625,-0.5,221.875,-19.1875,74.9375,1.0,0.0,0.0,0.0
b3eca079,b,13,873,10551.0,8526.0,6082.0,5338.0,6312.0,-3.17,-8.9,2.51,0.3125,-0.125,1.375,221.75,-19.25,74.9375,1.0,0.0,0.0,0.0
b3eca079,b,14,954,10530.0,8539.0,6084.0,5315.0,6322.0,-3.34,-8.96,2.66,-2.0625,-1.4375,0.3125,221.6875,-19.25,75.0,1.0,0.0,0.0,0.0
b3eca079,b,15,1017,10509.0,8566.0,6066.0,5224.0,6374.0,-3.24,-8.77,2.51,-6.1875,-7.8125,6.125,221.1875,-19.375,75.1875,1.0,0.0,0.0,0.0
ed296a39,b,0,45,10264.0,9599.0,7522.0,5393.0,6052.0,-1.27,-9.83,0.37,0.0625,1.0,2.0625,229.75,-7.875,88.25,1.0,0.0,0.0,0.0
ed296a39,b,1,109,10262.0,9597.0,7521.0,5397.0,6048.0,-1.34,-9.7,0.42,1.0,-2.125,0.9375,229.625,-7.9375,88.1875,1.0,0.0,0.0,0.0
ed296a39,b,2,190,10259.0,9601.0,7527.0,5402.0,6045.0,-1.47,-9.79,0.39,-0.6875,-0.375,-0.625,229.5625,-8.0,88.25,1.0,0.0,0.0,0.0
ed296a39,b,3,254,10257.0,9603.0,7531.0,5403.0,6047.0,-1.33,-9.76,0.31,-0.625,-0.4375,-0.9375,229.625,-7.9375,88.3125,1.0,0.0,0.0,0.0
ed296a39,b,4,319,10256.0,9602.0,7540.0,5423.0,6043.0,-1.33,-9.71,0.4,-0.5,1.4375,-0.25,229.6875,-7.9375,88.3125,1.0,0.0,0.0,0.0
ed296a39,b,5,384,10263.0,9601.0,7550.0,5433.0,6044.0,-1.36,-9.76,0.35,-1.75,-0.125,-0.4375,229.6875,-7.9375,88.4375,1.0,0.0,0.0,0.0
ed296a39,b,6,448,10267.0,9604.0,7557.0,5433.0,6044.0,-1.28,-9.62,0.31,0.3125,-1.75,-1.25,229.6875,-7.875,88.5,1.0,0.0,0.0,0.0
ed296a39,b,7,513,10266.0,9604.0,7560.0,5436.0,6046.0,-1.26,-9.66,0.37,0.4375,0.125,0.0,229.6875,-7.875,88.5,1.0,0.0,0.0,0.0
ed296a39,b,8,577,10267.0,9606.0,7560.0,5441.0,6051.0,-1.34,-9.74,0.38,0.0,-0.5,0.625,229.6875,-7.875,88.5,1.0,0.0,0.0,0.0
ed296a39,b,9,647,10262.0,9610.0,7562.0,5447.0,6062.0,-1.31,-9.66,0.33,0.625,0.1875,1.625,229.625,-7.9375,88.5,1.0,0.0,0.0,0.0
ed296a39,b,10,722,10253.0,9603.0,7530.0,5458.0,6039.0,-1.37,-9.7,0.18,-0.125,2.75,2.3125,229.6875,-8.0625,88.5,1.0,0.0,0.0,0.0
ed296a39,b,11,787,10245.0,9596.0,7547.0,5468.0,6029.0,-1.34,-9.7,0.31,0.75,-0.0625,0.5,229.75,-8.125,88.5625,1.0,0.0,0.0,0.0
ed296a39,b,12,835,10241.0,9596.0,7562.0,5478.0,6034.0,-1.45,-9.67,0.35,-0.3125,-0.8125,1.125,229.6875,-8.1875,88.5625,1.0,0.0,0.0,0.0
ed296a39,b,13,915,10245.0,9603.0,7575.0,5488.0,6048.0,-1.44,-9.79,0.24,-1.5,0.6875,0.8125,229.625,-8.1875,88.625,1.0,0.0,0.0,0.0
ed296a39,b,14,980,10242.0,9602.0,7579.0,5500.0,6067.0,-1.36,-9.7,0.33,0.5,-0.5,0.0625,229.625,-8.125,88.625,1.0,0.0,0.0,0.0
ed296a39,b,15,1048,10241.0,9603.0,7585.0,5504.0,6074.0,-1.4,-9.73,0.44,0.625,0.125,0.6875,229.625,-8.125,88.5625,1.0,0.0,0.0,0.0
b94b4397,b,0,21,10739.0,7249.0,4943.0,4936.0,5030.0,-2.49,-9.42,1.87,-0.5625,1.625,-0.125,233.4375,-14.1875,79.0625,1.0,0.0,0.0,0.0
b94b4397,b,1,91,10739.0,7249.0,4951.0,4934.0,5016.0,-2.36,-9.4,1.94,-1.4375,0.9375,-0.9375,233.5,-14.1875,79.0625,1.0,0.0,0.0,0.0
b94b4397,b,2,153,10744.0,7249.0,4950.0,4932.0,5014.0,-2.41,-9.38,1.96,-0.25,-0.8125,0.625,233.4375,-14.1875,79.0,1.0,0.0,0.0,0.0
b94b4397,b,3,216,10743.0,7256.0,4952.0,4930.0,5020.0,-2.46,-9.39,1.89,-0.3125,0.125,1.75,233.3125,-14.25,79.0,1.0,0.0,0.0,0.0
b94b4397,b,4,280,10741.0,7262.0,4939.0,4930.0,5026.0,-2.47,-9.32,1.86,0.3125,0.4375,0.8125,233.125,-14.3125,78.9375,1.0,0.0,0.0,0.0
b94b4397,b,5,365,10744.0,7269.0,4935.0,4929.0,5030.0,-2.44,-9.37,1.92,0.875,-0.875,0.375,233.125,-14.375,78.875,1.0,0.0,0.0,0.0
b94b4397,b,6,433,10742.0,7272.0,4936.0,4930.0,5033.0,-2.42,-9.43,2.01,-2.3125,1.4375,-0.75,233.125,-14.3125,78.875,1.0,0.0,0.0,0.0
b94b4397,b,7,500,10739.0,7276.0,4942.0,4930.0,5036.0,-2.4,-9.31,1.83,-1.75,-0.3125,0.6875,233.125,-14.375,79.0,1.0,0.0,0.0,0.0
b94b4397,b,8,565,10738.0,7275.0,4947.0,4935.0,5034.0,-2.45,-9.32,1.89,-0.875,0.9375,1.875,233.125,-14.4375,79.0625,1.0,0.0,0.0,0.0
b94b4397,b,9,629,10733.0,7275.0,4953.0,4940.0,5036.0,-2.5,-9.35,1.88,-0.4375,0.875,0.625,233.125,-14.4375,79.1875,1.0,0.0,0.0,0.0
b94b4397,b,10,694,10732.0,7275.0,4958.0,4941.0,5036.0,-2.52,-9.35,1.84,-0.4375,1.125,0.6875,233.125,-14.5,79.25,1.0,0.0,0.0,0.0
b94b4397,b,11,767,10733.0,7278.0,4956.0,4942.0,5030.0,-2.41,-9.36,1.83,-0.4375,-0.9375,-0.5625,233.125,-14.5,79.25,1.0,0.0,0.0,0.0
b94b4397,b,12,824,10736.0,7271.0,4952.0,4943.0,5019.0,-2.32,-9.35,1.75,1.3125,-1.1875,-0.75,233.1875,-14.4375,79.25,1.0,0.0,0.0,0.0
b94b4397,b,13,889,10735.0,7262.0,4941.0,4943.0,5016.0,-2.53,-9.45,1.94,-0.5,0.3125,0.25,233.1875,-14.5,79.1875,1.0,0.0,0.0,0.0
b94b4397,b,14,954,10737.0,7262.0,4933.0,4937.0,5018.0,-2.56,-9.31,1.91,-1.4375,1.125,0.4375,233.125,-14.5,79.25,1.0,0.0,0.0,0.0
b94b4397,b,15,1018,10739.0,7269.0,4936.0,4933.0,5025.0,-2.39,-9.31,1.82,-0.875,0.1875,-0.125,233.125,-14.5,79.25,1.0,0.0,0.0,0.0
7334366d,b,0,0,10409.0,10085.0,7419.0,5316.0,5931.0,-2.98,-9.09,1.29,1.25,-2.75,1.125,225.0625,-17.8125,82.0,1.0,0.0,0.0,0.0
7334366d,b,1,83,10395.0,10082.0,7412.0,5318.0,5924.0,-3.09,-9.29,1.43,0.1875,0.625,0.0625,225.0625,-17.8125,82.0625,1.0,0.0,0.0,0.0
7334366d,b,2,151,10394.0,10085.0,7418.0,5322.0,5923.0,-2.89,-9.27,1.32,-2.75,-0.5625,-1.25,225.125,-17.75,82.125,1.0,0.0,0.0,0.0
7334366d,b,3,214,10392.0,10090.0,7422.0,5327.0,5927.0,-2.88,-9.29,1.25,-0.6875,-0.5,-0.3125,225.0625,-17.6875,82.1875,1.0,0.0,0.0,0.0
7334366d,b,4,292,10389.0,10092.0,7421.0,5338.0,5928.0,-3.07,-9.29,1.32,1.3125,1.25,1.1875,225.0625,-17.75,82.1875,1.0,0.0,0.0,0.0
7334366d,b,5,356,10387.0,10094.0,7424.0,5338.0,5929.0,-2.95,-9.32,1.42,-0.1875,-0.8125,0.3125,225.0625,-17.6875,82.125,1.0,0.0,0.0,0.0
7334366d,b,6,405,10388.0,10093.0,7422.0,5337.0,5928.0,-3.0,-9.29,1.32,-0.5,-0.25,-0.375,225.0,-17.6875,82.125,1.0,0.0,0.0,0.0
7334366d,b,7,485,10386.0,10095.0,7427.0,5336.0,5913.0,-2.98,-9.32,1.35,0.375,-0.375,0.0625,225.0,-17.6875,82.1875,1.0,0.0,0.0,0.0
7334366d,b,8,550,10387.0,10093.0,7422.0,5334.0,5910.0,-2.92,-9.37,1.3,-0.375,-0.8125,-0.6875,225.0,-17.6875,82.1875,1.0,0.0,0.0,0.0
7334366d,b,9,614,10388.0,10087.0,7411.0,5327.0,5903.0,-2.92,-9.23,1.41,0.6875,-0.75,0.8125,225.0,-17.6875,82.0,1.0,0.0,0.0,0.0
7334366d,b,10,679,10384.0,10086.0,7409.0,5327.0,5898.0,-3.0,-9.29,1.42,-0.5625,0.375,0.4375,224.9375,-17.6875,82.0,1.0,0.0,0.0,0.0
7334366d,b,11,759,10379.0,10088.0,7416.0,5332.0,5901.0,-2.96,-9.26,1.31,-0.75,-0.6875,-0.25,224.9375,-17.6875,82.0625,1.0,0.0,0.0,0.0
7334366d,b,12,824,10376.0,10090.0,7416.0,5335.0,5899.0,-2.98,-9.28,1.37,0.5,0.125,1.125,224.875,-17.75,82.0,1.0,0.0,0.0,0.0
7334366d,b,13,872,10372.0,10088.0,7415.0,5340.0,5901.0,-3.04,-9.26,1.38,-0.625,0.0625,0.125,224.875,-17.75,82.0,1.0,0.0,0.0,0.0
